"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"mb.flowspec.comlan18.flowspec.FSLibStrategoBenchmark.bench2","avgt",1,5,4235.627295,2449.276731,"ms/op"
