"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"mb.flowspec.comlan18.stratego.StrLibSpoofaxBenchmark.bench","avgt",1,5,5.346981,0.152601,"ms/op"
